County,Total_Workers,Car_Alone,Carpool,Public_Transit,Car_Total,Car_Share,Transit_Share,Car_Cost,Transit_Cost,Weighted_Transportation_Cost
"Hickman County, Tennessee",10592,8260,267,1408,8527,0.805,0.1329,9000,900,7364.61
"Houston County, Tennessee",3191,2568,193,492,2761,0.8652,0.1542,9000,900,7925.58
"Humphreys County, Tennessee",7632,6252,288,952,6540,0.8569,0.1247,9000,900,7824.33
"Jackson County, Tennessee",4611,3800,152,476,3952,0.8571,0.1032,9000,900,7806.78
"Jefferson County, Tennessee",25274,21434,940,1881,22374,0.8853,0.0744,9000,900,8034.66
"Johnson County, Tennessee",6477,5090,315,830,5405,0.8345,0.1281,9000,900,7625.79
"Knox County, Tennessee",242989,186712,7073,17609,193785,0.7975,0.0725,9000,900,7242.75
"Lake County, Tennessee",1545,1265,36,194,1301,0.8421,0.1256,9000,900,7691.94
"Lauderdale County, Tennessee",8842,7416,222,998,7638,0.8638,0.1129,9000,900,7875.81
"Lawrence County, Tennessee",18769,15686,701,1455,16387,0.8731,0.0775,9000,900,7927.65
"Lewis County, Tennessee",5518,4608,196,345,4804,0.8706,0.0625,9000,900,7891.65
"Lincoln County, Tennessee",15898,13321,459,1209,13780,0.8668,0.076,9000,900,7869.6
"Loudon County, Tennessee",24835,20055,759,1818,20814,0.8381,0.0732,9000,900,7608.78
"McMinn County, Tennessee",22569,19204,841,1826,20045,0.8882,0.0809,9000,900,8066.61
"McNairy County, Tennessee",10183,8382,390,907,8772,0.8614,0.0891,9000,900,7832.79
"Macon County, Tennessee",11896,9095,407,1858,9502,0.7988,0.1562,9000,900,7329.78
"Madison County, Tennessee",43965,33134,1140,4437,34274,0.7796,0.1009,9000,900,7107.21
"Marion County, Tennessee",11363,8687,473,1145,9160,0.8061,0.1008,9000,900,7345.62
"Marshall County, Tennessee",16328,12937,541,1027,13478,0.8255,0.0629,9000,900,7486.11
"Maury County, Tennessee",51623,39833,1445,3907,41278,0.7996,0.0757,9000,900,7264.53
"Meigs County, Tennessee",4739,3578,109,753,3687,0.778,0.1589,9000,900,7145.01
"Monroe County, Tennessee",18354,14856,506,1762,15362,0.837,0.096,9000,900,7619.4
"Montgomery County, Tennessee",107370,86715,3128,9826,89843,0.8368,0.0915,9000,900,7613.55
"Moore County, Tennessee",2911,2501,77,203,2578,0.8856,0.0697,9000,900,8033.13
"Morgan County, Tennessee",7593,6356,224,724,6580,0.8666,0.0954,9000,900,7885.26
"Obion County, Tennessee",12690,10701,376,1114,11077,0.8729,0.0878,9000,900,7935.12
"Overton County, Tennessee",9974,8308,312,839,8620,0.8642,0.0841,9000,900,7853.49
"Perry County, Tennessee",3216,2317,137,443,2454,0.7631,0.1377,9000,900,6991.83
"Pickett County, Tennessee",1769,1445,22,101,1467,0.8293,0.0571,9000,900,7515.09
"Polk County, Tennessee",7542,6061,196,706,6257,0.8296,0.0936,9000,900,7550.64
"Putnam County, Tennessee",38261,30470,1678,3720,32148,0.8402,0.0972,9000,900,7649.28
"Rhea County, Tennessee",13091,10627,451,1428,11078,0.8462,0.1091,9000,900,7713.99
"Roane County, Tennessee",22603,18422,579,1693,19001,0.8406,0.0749,9000,900,7632.81
"Robertson County, Tennessee",36223,29169,949,2673,30118,0.8315,0.0738,9000,900,7549.92
"Rutherford County, Tennessee",185548,139219,5988,18635,145207,0.7826,0.1004,9000,900,7133.76
"Scott County, Tennessee",8377,7173,390,870,7563,0.9028,0.1039,9000,900,8218.71
"Sequatchie County, Tennessee",6080,4805,164,349,4969,0.8173,0.0574,9000,900,7407.36
"Sevier County, Tennessee",46968,36846,1410,5789,38256,0.8145,0.1233,9000,900,7441.47
"Shelby County, Tennessee",420700,329597,8943,38375,338540,0.8047,0.0912,9000,900,7324.38
"Smith County, Tennessee",9312,7610,288,700,7898,0.8482,0.0752,9000,900,7701.48
"Stewart County, Tennessee",5531,4370,77,677,4447,0.804,0.1224,9000,900,7346.16
"Sullivan County, Tennessee",69077,56407,2180,4673,58587,0.8481,0.0676,9000,900,7693.74
"Sumner County, Tennessee",101409,77133,3367,7609,80500,0.7938,0.075,9000,900,7211.7
"Tipton County, Tennessee",27595,22853,569,2154,23422,0.8488,0.0781,9000,900,7709.49
"Trousdale County, Tennessee",5034,4178,101,614,4279,0.85,0.122,9000,900,7759.8
"Unicoi County, Tennessee",7539,6112,256,574,6368,0.8447,0.0761,9000,900,7670.79
"Union County, Tennessee",8490,6647,382,625,7029,0.8279,0.0736,9000,900,7517.34
"Van Buren County, Tennessee",2637,2102,73,244,2175,0.8248,0.0925,9000,900,7506.45
"Warren County, Tennessee",18042,14745,630,1929,15375,0.8522,0.1069,9000,900,7766.01
"Washington County, Tennessee",62770,50338,2506,4012,52844,0.8419,0.0639,9000,900,7634.61
"Wayne County, Tennessee",6425,5324,175,471,5499,0.8559,0.0733,9000,900,7769.07
"Weakley County, Tennessee",14169,11314,490,886,11804,0.8331,0.0625,9000,900,7554.15
"White County, Tennessee",11489,9635,241,887,9876,0.8596,0.0772,9000,900,7805.88
"Williamson County, Tennessee",127828,85543,4878,6789,90421,0.7074,0.0531,9000,900,6414.39
"Wilson County, Tennessee",76971,58678,1962,5225,60640,0.7878,0.0679,9000,900,7151.31
"Anderson County, Texas",20251,16850,652,1728,17502,0.8643,0.0853,9000,900,7855.47
"Andrews County, Texas",8676,7388,324,904,7712,0.8889,0.1042,9000,900,8093.88
"Angelina County, Texas",37265,30472,1299,3816,31771,0.8526,0.1024,9000,900,7765.56
"Aransas County, Texas",8930,6621,35,651,6656,0.7454,0.0729,9000,900,6774.21
"Archer County, Texas",3992,3456,132,207,3588,0.8988,0.0519,9000,900,8135.91
"Armstrong County, Texas",848,681,30,93,711,0.8384,0.1097,9000,900,7644.33
"Atascosa County, Texas",20821,15530,364,2744,15894,0.7634,0.1318,9000,900,6989.22
"Austin County, Texas",13951,11278,267,1054,11545,0.8275,0.0756,9000,900,7515.54
"Bailey County, Texas",2528,1871,85,267,1956,0.7737,0.1056,9000,900,7058.34
"Bandera County, Texas",8727,6924,294,827,7218,0.8271,0.0948,9000,900,7529.22
"Bastrop County, Texas",45758,32890,1220,4673,34110,0.7454,0.1021,9000,900,6800.49
"Baylor County, Texas",1347,1132,0,137,1132,0.8404,0.1017,9000,900,7655.13
"Bee County, Texas",10591,8875,170,768,9045,0.854,0.0725,9000,900,7751.25
"Bell County, Texas",172354,132184,4534,18793,136718,0.7932,0.109,9000,900,7236.9
"Bexar County, Texas",974016,688936,18274,111122,707210,0.7261,0.1141,9000,900,6637.59
"Blanco County, Texas",5542,3980,197,450,4177,0.7537,0.0812,9000,900,6856.38
"Borden County, Texas",310,269,0,18,269,0.8677,0.0581,9000,900,7861.59
"Bosque County, Texas",7517,6176,143,470,6319,0.8406,0.0625,9000,900,7621.65
"Bowie County, Texas",38038,31936,1441,3164,33377,0.8775,0.0832,9000,900,7972.38
"Brazoria County, Texas",175200,142086,3646,13131,145732,0.8318,0.0749,9000,900,7553.61
"Brazos County, Texas",115146,86322,4918,10550,91240,0.7924,0.0916,9000,900,7214.04
"Brewster County, Texas",4741,3342,23,640,3365,0.7098,0.135,9000,900,6509.7
"Briscoe County, Texas",536,365,8,91,373,0.6959,0.1698,9000,900,6415.92
"Brooks County, Texas",3323,2920,0,341,2920,0.8787,0.1026,9000,900,8000.64
"Brown County, Texas",16556,13486,637,1796,14123,0.853,0.1085,9000,900,7774.65
"Burleson County, Texas",7742,5712,177,705,5889,0.7607,0.0911,9000,900,6928.29
"Burnet County, Texas",23438,16553,786,3503,17339,0.7398,0.1495,9000,900,6792.75
"Caldwell County, Texas",20608,16429,494,1806,16923,0.8212,0.0876,9000,900,7469.64
"Calhoun County, Texas",9622,8015,235,1002,8250,0.8574,0.1041,9000,900,7810.29
"Callahan County, Texas",6058,4649,243,709,4892,0.8075,0.117,9000,900,7372.8
"Cameron County, Texas",170465,132435,3365,18258,135800,0.7966,0.1071,9000,900,7265.79
"Camp County, Texas",5125,4108,274,503,4382,0.855,0.0981,9000,900,7783.29
"Carson County, Texas",2891,2360,68,226,2428,0.8398,0.0782,9000,900,7628.58
"Cass County, Texas",10910,9434,443,692,9877,0.9053,0.0634,9000,900,8204.76
"Castro County, Texas",3425,2581,193,636,2774,0.8099,0.1857,9000,900,7456.23
"Chambers County, Texas",22769,18287,695,2810,18982,0.8337,0.1234,9000,900,7614.36
"Cherokee County, Texas",19647,14376,524,2728,14900,0.7584,0.1389,9000,900,6950.61
"Childress County, Texas",2849,2600,88,176,2688,0.9435,0.0618,9000,900,8547.12
"Clay County, Texas",4903,3761,73,799,3834,0.782,0.163,9000,900,7184.7
"Cochran County, Texas",994,734,11,212,745,0.7495,0.2133,9000,900,6937.47
"Coke County, Texas",1360,1084,11,174,1095,0.8051,0.1279,9000,900,7361.01
"Coleman County, Texas",3397,2575,92,551,2667,0.7851,0.1622,9000,900,7211.88
"Collin County, Texas",581705,376153,14230,41448,390383,0.6711,0.0713,9000,900,6104.07
"Collingsworth County, Texas",1305,1039,126,163,1165,0.8927,0.1249,9000,900,8146.71
"Colorado County, Texas",9029,7339,316,675,7655,0.8478,0.0748,9000,900,7697.52
"Comal County, Texas",83205,60002,2412,6653,62414,0.7501,0.08,9000,900,6822.9
"Comanche County, Texas",6185,4868,190,874,5058,0.8178,0.1413,9000,900,7487.37
"Concho County, Texas",1086,828,24,153,852,0.7845,0.1409,9000,900,7187.31
"Cooke County, Texas",20278,16271,622,1848,16893,0.8331,0.0911,9000,900,7579.89
"Coryell County, Texas",35054,25056,884,3315,25940,0.74,0.0946,9000,900,6745.14
"Cottle County, Texas",566,316,0,84,316,0.5583,0.1484,9000,900,5158.26
"Crane County, Texas",2189,1880,210,226,2090,0.9548,0.1032,9000,900,8686.08
"Crockett County, Texas",1432,1131,0,216,1131,0.7898,0.1508,9000,900,7243.92
"Crosby County, Texas",2215,1713,80,260,1793,0.8095,0.1174,9000,900,7391.16
"Culberson County, Texas",912,828,44,19,872,0.9561,0.0208,9000,900,8623.62
"Dallam County, Texas",3826,3148,283,607,3431,0.8968,0.1587,9000,900,8214.03
"Dallas County, Texas",1295759,912590,23669,143277,936259,0.7226,0.1106,9000,900,6602.94
"Dawson County, Texas",4634,3344,162,856,3506,0.7566,0.1847,9000,900,6975.63
"Deaf Smith County, Texas",8182,6480,352,1061,6832,0.835,0.1297,9000,900,7631.73
"Delta County, Texas",2351,1927,66,134,1993,0.8477,0.057,9000,900,7680.6
"Denton County, Texas",509028,346070,12524,39953,358594,0.7045,0.0785,9000,900,6411.15
"DeWitt County, Texas",7519,6177,65,497,6242,0.8302,0.0661,9000,900,7531.29
"Dickens County, Texas",683,516,30,72,546,0.7994,0.1054,9000,900,7289.46
"Dimmit County, Texas",2494,2071,424,154,2495,1.0004,0.0617,9000,900,9059.13
"Donley County, Texas",1352,923,56,243,979,0.7241,0.1797,9000,900,6678.63
"Duval County, Texas",3418,2403,21,608,2424,0.7092,0.1779,9000,900,6542.91
"Eastland County, Texas",7635,5783,183,1175,5966,0.7814,0.1539,9000,900,7171.11
"Ector County, Texas",74383,61309,2444,8401,63753,0.8571,0.1129,9000,900,7815.51
"Edwards County, Texas",734,523,28,44,551,0.7507,0.0599,9000,900,6810.21
"Ellis County, Texas",102139,80715,3813,9229,84528,0.8276,0.0904,9000,900,7529.76
"El Paso County, Texas",381573,291164,8204,43317,299368,0.7846,0.1135,9000,900,7163.55
"Erath County, Texas",20898,15754,946,2273,16700,0.7991,0.1088,9000,900,7289.82
"Falls County, Texas",6119,4757,299,585,5056,0.8263,0.0956,9000,900,7522.74
"Fannin County, Texas",15315,11273,562,1625,11835,0.7728,0.1061,9000,900,7050.69
"Fayette County, Texas",10907,9026,328,958,9354,0.8576,0.0878,9000,900,7797.42
"Fisher County, Texas",1685,1460,20,102,1480,0.8783,0.0605,9000,900,7959.15
"Floyd County, Texas",2280,1962,73,271,2035,0.8925,0.1189,9000,900,8139.51
"Foard County, Texas",484,316,0,136,316,0.6529,0.281,9000,900,6129
"Fort Bend County, Texas",407834,294545,8793,37927,303338,0.7438,0.093,9000,900,6777.9
"Franklin County, Texas",4271,3053,253,572,3306,0.7741,0.1339,9000,900,7087.41
"Freestone County, Texas",7283,6114,179,539,6293,0.8641,0.074,9000,900,7843.5
"Frio County, Texas",6395,5107,290,712,5397,0.8439,0.1113,9000,900,7695.27
"Gaines County, Texas",8553,6133,250,1662,6383,0.7463,0.1943,9000,900,6891.57
"Galveston County, Texas",166382,130175,3795,12487,133970,0.8052,0.0751,9000,900,7314.39
"Garza County, Texas",1720,1513,55,173,1568,0.9116,0.1006,9000,900,8294.94
"Gillespie County, Texas",11984,8784,265,1408,9049,0.7551,0.1175,9000,900,6901.65
"Glasscock County, Texas",469,380,0,23,380,0.8102,0.049,9000,900,7335.9
"Goliad County, Texas",2826,2241,17,302,2258,0.799,0.1069,9000,900,7287.21
"Gonzales County, Texas",8618,7183,232,736,7415,0.8604,0.0854,9000,900,7820.46
"Gray County, Texas",8932,7515,328,858,7843,0.8781,0.0961,9000,900,7989.39
"Grayson County, Texas",65400,49123,1608,6785,50731,0.7757,0.1037,9000,900,7074.63
"Gregg County, Texas",56357,46566,1599,5406,48165,0.8546,0.0959,9000,900,7777.71
"Grimes County, Texas",11826,9458,226,1114,9684,0.8189,0.0942,9000,900,7454.88
"Guadalupe County, Texas",86616,66562,2883,7989,69445,0.8018,0.0922,9000,900,7299.18
"Hale County, Texas",13411,10832,518,1894,11350,0.8463,0.1412,9000,900,7743.78
"Hall County, Texas",1073,817,26,198,843,0.7856,0.1845,9000,900,7236.45
"Hamilton County, Texas",3337,2728,185,377,2913,0.8729,0.113,9000,900,7957.8
"Hansford County, Texas",2465,2056,50,324,2106,0.8544,0.1314,9000,900,7807.86
"Hardeman County, Texas",1765,1373,111,272,1484,0.8408,0.1541,9000,900,7705.89
"Hardin County, Texas",23959,20845,795,1706,21640,0.9032,0.0712,9000,900,8192.88
"Harris County, Texas",2259651,1635739,44050,230811,1679789,0.7434,0.1021,9000,900,6782.49
"Harrison County, Texas",31190,24943,1048,3262,25991,0.8333,0.1046,9000,900,7593.84
"Hartley County, Texas",1701,1396,1,156,1397,0.8213,0.0917,9000,900,7474.23
"Haskell County, Texas",2299,1686,25,360,1711,0.7442,0.1566,9000,900,6838.74
"Hays County, Texas",131422,94373,3691,10841,98064,0.7462,0.0825,9000,900,6790.05
"Hemphill County, Texas",1512,1150,34,133,1184,0.7831,0.088,9000,900,7127.1
"Henderson County, Texas",34488,26500,708,3945,27208,0.7889,0.1144,9000,900,7203.06
"Hidalgo County, Texas",336737,255337,8750,34776,264087,0.7843,0.1033,9000,900,7151.67
"Hill County, Texas",15387,12335,517,1698,12852,0.8353,0.1104,9000,900,7617.06
"Hockley County, Texas",9389,7465,323,1247,7788,0.8295,0.1328,9000,900,7585.02
"Hood County, Texas",27796,21819,661,1980,22480,0.8087,0.0712,9000,900,7342.38
"Hopkins County, Texas",17040,13481,658,1792,14139,0.8298,0.1052,9000,900,7562.88
"Houston County, Texas",7657,6234,194,663,6428,0.8395,0.0866,9000,900,7633.44
"Howard County, Texas",13578,10839,341,2032,11180,0.8234,0.1497,9000,900,7545.33
"Hudspeth County, Texas",934,719,21,103,740,0.7923,0.1103,9000,900,7229.97
"Hunt County, Texas",46455,36400,1417,4099,37817,0.8141,0.0882,9000,900,7406.28
"Hutchinson County, Texas",8726,7307,418,802,7725,0.8853,0.0919,9000,900,8050.41
"Irion County, Texas",605,512,0,0,512,0.8463,0,9000,900,7616.7
"Jack County, Texas",3084,2565,104,297,2669,0.8654,0.0963,9000,900,7875.27
"Jackson County, Texas",6109,4632,206,940,4838,0.7919,0.1539,9000,900,7265.61
"Jasper County, Texas",12195,9685,228,1519,9913,0.8129,0.1246,9000,900,7428.24
"Jeff Davis County, Texas",538,380,0,12,380,0.7063,0.0223,9000,900,6376.77
"Jefferson County, Texas",102369,88784,2835,7634,91619,0.895,0.0746,9000,900,8122.14
"Jim Hogg County, Texas",1695,1228,75,367,1303,0.7687,0.2165,9000,900,7113.15
"Jim Wells County, Texas",14967,11993,218,1207,12211,0.8159,0.0806,9000,900,7415.64
"Johnson County, Texas",89047,75138,2889,7201,78027,0.8762,0.0809,9000,900,7958.61
"Jones County, Texas",6579,5208,191,782,5399,0.8206,0.1189,9000,900,7492.41
"Karnes County, Texas",4969,3956,77,600,4033,0.8116,0.1207,9000,900,7413.03
"Kaufman County, Texas",77460,59921,2322,7075,62243,0.8036,0.0913,9000,900,7314.57
"Kendall County, Texas",21363,14558,392,1744,14950,0.6998,0.0816,9000,900,6371.64
"Kenedy County, Texas",25,22,0,0,22,0.88,0,9000,900,7920
"Kent County, Texas",259,220,16,0,236,0.9112,0,9000,900,8200.8
"Kerr County, Texas",22860,16407,716,3035,17123,0.749,0.1328,9000,900,6860.52
"Kimble County, Texas",1999,1532,135,371,1667,0.8339,0.1856,9000,900,7672.14
"King County, Texas",92,69,0,16,69,0.75,0.1739,9000,900,6906.51
"Kinney County, Texas",1418,1148,30,128,1178,0.8307,0.0903,9000,900,7557.57
"Kleberg County, Texas",13492,10196,429,1683,10625,0.7875,0.1247,9000,900,7199.73
"Knox County, Texas",1448,1128,0,220,1128,0.779,0.1519,9000,900,7147.71
"Lamar County, Texas",22755,17911,738,2029,18649,0.8196,0.0892,9000,900,7456.68
"Lamb County, Texas",5689,4553,315,749,4868,0.8557,0.1317,9000,900,7819.83
"Lampasas County, Texas",9002,6865,403,1205,7268,0.8074,0.1339,9000,900,7387.11
"La Salle County, Texas",2093,1668,143,245,1811,0.8653,0.1171,9000,900,7893.09
"Lavaca County, Texas",9319,7461,385,942,7846,0.8419,0.1011,9000,900,7668.09
"Lee County, Texas",7653,5401,198,825,5599,0.7316,0.10780000000000001,9000,900,6681.42
"Leon County, Texas",6224,4970,123,756,5093,0.8183,0.1215,9000,900,7474.05
"Liberty County, Texas",35071,27643,822,4145,28465,0.8116,0.1182,9000,900,7410.78
"Limestone County, Texas",8375,7048,234,484,7282,0.8695,0.0578,9000,900,7877.52
"Lipscomb County, Texas",1239,1051,26,150,1077,0.8692,0.1211,9000,900,7931.79
"Live Oak County, Texas",3772,3083,59,244,3142,0.833,0.0647,9000,900,7555.23
"Llano County, Texas",8388,6275,175,780,6450,0.769,0.093,9000,900,7004.7
"Loving County, Texas",30,21,0,0,21,0.7,0,9000,900,6300
"Lubbock County, Texas",152799,119148,4329,17250,123477,0.8081,0.1129,9000,900,7374.51
"Lynn County, Texas",2451,1951,91,289,2042,0.8331,0.1179,9000,900,7604.01
"McCulloch County, Texas",3091,2208,64,397,2272,0.735,0.1284,9000,900,6730.56
"McLennan County, Texas",120112,94871,3030,10985,97901,0.8151,0.0915,9000,900,7418.25
"McMullen County, Texas",253,205,18,18,223,0.8814,0.0711,9000,900,7996.59
"Madison County, Texas",5027,3893,104,576,3997,0.7951,0.1146,9000,900,7259.04
"Marion County, Texas",3543,2952,72,427,3024,0.8535,0.1205,9000,900,7789.95
"Martin County, Texas",2284,1883,107,282,1990,0.8713,0.1235,9000,900,7952.85
"Mason County, Texas",1612,1180,0,105,1180,0.732,0.0651,9000,900,6646.59
"Matagorda County, Texas",15008,12269,361,1693,12630,0.8416,0.1128,9000,900,7675.92
"Maverick County, Texas",21985,17999,533,2401,18532,0.8429,0.1092,9000,900,7684.38
"Medina County, Texas",21670,15669,373,2559,16042,0.7403,0.1181,9000,900,6768.99
"Menard County, Texas",670,546,28,45,574,0.8567,0.0672,9000,900,7770.78
"Midland County, Texas",84538,67399,2603,10166,70002,0.8281,0.1203,9000,900,7561.17
"Milam County, Texas",10375,8212,157,798,8369,0.8067,0.0769,9000,900,7329.51
"Mills County, Texas",1930,1454,38,273,1492,0.7731,0.1415,9000,900,7085.25
"Mitchell County, Texas",3638,2941,151,545,3092,0.8499,0.1498,9000,900,7783.92
"Montague County, Texas",7898,6185,254,898,6439,0.8153,0.1137,9000,900,7440.03
"Montgomery County, Texas",307743,228260,7306,26425,235566,0.7655,0.0859,9000,900,6966.81
"Moore County, Texas",9844,8235,307,1015,8542,0.8677,0.1031,9000,900,7902.09
"Morris County, Texas",4884,3689,80,842,3769,0.7717,0.1724,9000,900,7100.46
"Motley County, Texas",608,404,0,91,404,0.6645,0.1497,9000,900,6115.23
"Nacogdoches County, Texas",28134,20989,863,3185,21852,0.7767,0.1132,9000,900,7092.18
"Navarro County, Texas",22796,18384,1028,2537,19412,0.8516,0.1113,9000,900,7764.57
"Newton County, Texas",4504,3896,117,305,4013,0.891,0.0677,9000,900,8079.93
"Nolan County, Texas",6371,5025,184,805,5209,0.8176,0.1264,9000,900,7472.16
"Nueces County, Texas",159997,128527,3049,16922,131576,0.8224,0.1058,9000,900,7496.82
"Ochiltree County, Texas",4830,3679,83,791,3762,0.7789,0.1638,9000,900,7157.52
"Oldham County, Texas",840,630,13,96,643,0.7655,0.1143,9000,900,6992.37
"Orange County, Texas",37515,32665,1378,2831,34043,0.9075,0.0755,9000,900,8235.45
"Palo Pinto County, Texas",11882,9048,315,1636,9363,0.788,0.1377,9000,900,7215.93
"Panola County, Texas",9510,8066,203,889,8269,0.8695,0.0935,9000,900,7909.65
"Parker County, Texas",76021,59040,2375,6335,61415,0.8079,0.0833,9000,900,7346.07
"Parmer County, Texas",4683,3844,162,640,4006,0.8554,0.1367,9000,900,7821.63
"Pecos County, Texas",5897,4969,131,620,5100,0.8648,0.1051,9000,900,7877.79
"Polk County, Texas",18061,14666,434,1619,15100,0.8361,0.0896,9000,900,7605.54
"Potter County, Texas",48525,37958,1532,6215,39490,0.8138,0.1281,9000,900,7439.49
"Presidio County, Texas",2285,1486,133,215,1619,0.7085,0.0941,9000,900,6461.19
"Rains County, Texas",5267,3789,89,761,3878,0.7363,0.1445,9000,900,6756.75
"Randall County, Texas",72689,57856,2148,7589,60004,0.8255,0.1044,9000,900,7523.46
"Reagan County, Texas",1348,1006,26,129,1032,0.7656,0.0957,9000,900,6976.53
"Real County, Texas",681,473,0,53,473,0.6946,0.0778,9000,900,6321.42
"Red River County, Texas",4619,3420,81,551,3501,0.758,0.1193,9000,900,6929.37
"Reeves County, Texas",5721,4716,126,740,4842,0.8464,0.1293,9000,900,7733.97
"Refugio County, Texas",2598,2231,58,248,2289,0.8811,0.0955,9000,900,8015.85
"Roberts County, Texas",365,304,16,17,320,0.8767,0.0466,9000,900,7932.24
"Robertson County, Texas",6765,5315,273,998,5588,0.826,0.1475,9000,900,7566.75
"Rockwall County, Texas",59118,43215,1897,4167,45112,0.7631,0.0705,9000,900,6931.35
"Runnels County, Texas",4507,3712,73,525,3785,0.8398,0.1165,9000,900,7663.05
"Rusk County, Texas",21180,17718,710,1993,18428,0.8701,0.0941,9000,900,7915.59
"Sabine County, Texas",3397,2590,68,455,2658,0.7825,0.1339,9000,900,7163.01
"San Augustine County, Texas",2636,1986,61,253,2047,0.7766,0.096,9000,900,7075.8
"San Jacinto County, Texas",10161,8104,42,1136,8146,0.8017,0.1118,9000,900,7315.92
"San Patricio County, Texas",29340,24424,505,2357,24929,0.8497,0.0803,9000,900,7719.57
"San Saba County, Texas",2411,1846,72,378,1918,0.7955,0.1568,9000,900,7300.62
"Schleicher County, Texas",1059,804,7,86,811,0.7658,0.0812,9000,900,6965.28
"Scurry County, Texas",6790,5524,134,771,5658,0.8333,0.1135,9000,900,7601.85
"Shackelford County, Texas",1555,1200,126,132,1326,0.8527,0.0849,9000,900,7750.71
"Shelby County, Texas",10072,8391,337,872,8728,0.8666,0.0866,9000,900,7877.34
"Sherman County, Texas",1128,834,10,231,844,0.7482,0.2048,9000,900,6918.12
"Smith County, Texas",107752,85320,3292,8967,88612,0.8224,0.0832,9000,900,7476.48
"Somervell County, Texas",4668,3428,112,379,3540,0.7584,0.0812,9000,900,6898.68
"Starr County, Texas",23444,16786,482,3333,17268,0.7366,0.1422,9000,900,6757.38
"Stephens County, Texas",3796,2791,46,697,2837,0.7474,0.1836,9000,900,6891.84
"Sterling County, Texas",547,432,0,64,432,0.7898,0.117,9000,900,7213.5
"Stonewall County, Texas",582,517,28,28,545,0.9364,0.0481,9000,900,8470.89
"Sutton County, Texas",1557,1133,56,220,1189,0.7636,0.1413,9000,900,6999.57
"Swisher County, Texas",2594,2073,47,398,2120,0.8173,0.1534,9000,900,7493.76
"Tarrant County, Texas",1065303,786069,26296,103448,812365,0.7626,0.0971,9000,900,6950.79
"Taylor County, Texas",70875,55647,2528,6910,58175,0.8208,0.0975,9000,900,7474.95
"Terrell County, Texas",331,243,0,63,243,0.7341,0.1903,9000,900,6778.17
"Terry County, Texas",4812,3865,112,648,3977,0.8265,0.1347,9000,900,7559.73
"Throckmorton County, Texas",724,578,13,85,591,0.8163,0.1174,9000,900,7452.36
"Titus County, Texas",13356,10280,300,2128,10580,0.7922,0.1593,9000,900,7273.17
"Tom Green County, Texas",56819,42595,1431,6927,44026,0.7748,0.1219,9000,900,7082.91
"Travis County, Texas",736639,440030,10156,54918,450186,0.6111,0.0746,9000,900,5567.04
"Trinity County, Texas",4913,4250,169,324,4419,0.8995,0.0659,9000,900,8154.81
"Tyler County, Texas",6525,4970,128,945,5098,0.7813,0.1448,9000,900,7162.02
"Upshur County, Texas",16999,14162,564,1500,14726,0.8663,0.0882,9000,900,7876.08
"Upton County, Texas",1356,1137,34,145,1171,0.8636,0.1069,9000,900,7868.61
"Uvalde County, Texas",10240,8177,486,1361,8663,0.846,0.1329,9000,900,7733.61
"Val Verde County, Texas",20706,16320,378,2790,16698,0.8064,0.1347,9000,900,7378.83
"Van Zandt County, Texas",25907,20164,945,2684,21109,0.8148,0.1036,9000,900,7426.44
"Victoria County, Texas",41376,33292,1122,4023,34414,0.8317,0.0972,9000,900,7572.78
"Walker County, Texas",29429,23050,892,2449,23942,0.8136,0.0832,9000,900,7397.28
"Waller County, Texas",26216,20576,937,2497,21513,0.8206,0.0952,9000,900,7471.08
"Ward County, Texas",5074,4344,51,612,4395,0.8662,0.1206,9000,900,7904.34
"Washington County, Texas",16460,12731,573,1326,13304,0.8083,0.0806,9000,900,7347.24
"Webb County, Texas",112098,88817,3259,12868,92076,0.8214,0.1148,9000,900,7495.92
"Wharton County, Texas",17965,14444,317,1741,14761,0.8217,0.0969,9000,900,7482.51
"Wheeler County, Texas",2295,1757,61,342,1818,0.7922,0.149,9000,900,7263.9
"Wichita County, Texas",62860,45941,1878,7078,47819,0.7607,0.1126,9000,900,6947.64
"Wilbarger County, Texas",5463,4402,138,708,4540,0.831,0.1296,9000,900,7595.64
"Willacy County, Texas",8134,6568,317,607,6885,0.8464,0.0746,9000,900,7684.74
"Williamson County, Texas",337809,223098,8994,25615,232092,0.6871,0.0758,9000,900,6252.12
"Wilson County, Texas",23816,18340,376,2035,18716,0.7859,0.0854,9000,900,7149.96
"Winkler County, Texas",3483,3138,36,199,3174,0.9113,0.0571,9000,900,8253.09
"Wise County, Texas",34271,26361,855,3933,27216,0.7941,0.1148,9000,900,7250.22
"Wood County, Texas",17248,13017,418,2077,13435,0.7789,0.1204,9000,900,7118.46
"Yoakum County, Texas",3122,2385,13,505,2398,0.7681,0.1618,9000,900,7058.52
"Young County, Texas",8417,6627,287,1179,6914,0.8214,0.1401,9000,900,7518.69
"Zapata County, Texas",4621,3482,33,670,3515,0.7607,0.145,9000,900,6976.8
"Zavala County, Texas",3424,2869,0,129,2869,0.8379,0.0377,9000,900,7575.03
"Beaver County, Utah",3077,2286,121,449,2407,0.7823,0.1459,9000,900,7172.01
"Box Elder County, Utah",27175,20296,1458,3313,21754,0.8005,0.1219,9000,900,7314.21
"Cache County, Utah",67869,47258,3758,6098,51016,0.7517,0.0898,9000,900,6846.12
"Carbon County, Utah",8243,6453,473,1048,6926,0.8402,0.1271,9000,900,7676.19
